,chembl_id,chembl_withdrawn,dataset,drugbank_id,drugbank_withdrawn,inchi_key,name,pubchem_cid,smiles,withdrawn_chembl_+,withdrawn_drugbank_+,withdrawn_label,CHEMBLID,Toxicity type
146,CHEMBL1650,0,both,missing,0,ITRJWOMZKQRYTA-RFZYENFJSA-N,cortate|cortelan|cortisone|cortisone 21-acetate|cortisone acetate|cortistab|cortisyl|cortisone acetate|cortone|nsc-49420,5745,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,0.0,0.0,0,,Safe
1777,CHEMBL1234886,0,both,missing,0,MYMOFIZGZYHOMD-UHFFFAOYSA-N,e-948|e948|ins no.948|ins-948|oxygen|oxygen 93 percent|oxygen|rns-60 component oxygen|rns60 component oxygen,977,O=O,0.0,0.0,0,,Safe
1053,CHEMBL4297067,0,chembl,missing,missing,VDBJCDWTNCKRTF-UHFFFAOYSA-N,ci 45350:1|fluorescein|fluorescite|nsc-667256,58989134,O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,0.0,0.0,0,,Safe
1822,CHEMBL3112741,0,both,missing,0,SMOBCLHAZXOKDQ-ZJUUUORDSA-N,,44129647,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.0,0.0,0,,Safe
508,CHEMBL1201239,0,chembl,missing,missing,VVDGWALACJEJKG-UHFFFAOYSA-N,b-4130|iodamide|jodomiron|sh 926|sh-926|uromiro|uromiron,3723,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.0,0.0,1,CHEMBL1201239,toxic_neuro
323,CHEMBL3547132,0,chembl,missing,missing,PAXWQORCRCBOCU-LURJTMIESA-N,fluorodopa,107730,N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,0.0,0.0,0,,Safe
1561,CHEMBL1200907,0,both,missing,1,KVJXBPDAXMEYOA-CXANFOAXSA-N,"modrenal|modrastane|trilostane|win 24,540|win-24540",656583,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,0.0,1.0,0,,Safe
176,CHEMBL1094,0,both,missing,0,WKGXYQFOCVYPAC-UHFFFAOYSA-N,add-03055|felbamate|felbatol|taloxa|w-554,3331,NC(=O)OCC(COC(N)=O)c1ccccc1,0.0,0.0,1,CHEMBL1094,toxic_neuro
1908,CHEMBL1201303,0,both,missing,0,QMHSXPLYMTVAMK-UHFFFAOYSA-N,pyrvinium|pyrvinium,22526,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,0.0,0.0,0,,Safe
168,CHEMBL1073,0,both,missing,0,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,"cp-28,720|cp-28720|glibenese|glipizide|glucotrol xl|glucotrol|k 4024|k-4024|minodiab 2.5|minodiab 5",3478,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.0,0.0,0,,Safe
1400,CHEMBL2220427,0,chembl,missing,missing,TYQXKHPOXXXCTP-CSLYCKPJSA-N,erythromycin propionate,71277,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0.0,0.0,1,CHEMBL2220427,toxic_hepa
2664,,,withdrawn,missing,,ADRDEXBBJTUCND-UHFFFAOYSA-N,Pyrrolizidine,12558,C1CC2CCCN2C1,,,1,,toxic_carcinogenic
1392,CHEMBL1684,0,both,missing,0,HDWIHXWEUNVBIY-UHFFFAOYSA-N,aprinox|bendrofluazide|bendroflumethiazide|benzydroflumethiazide|berkozide|bendroflumethiazide|centyl|naturetin-10|naturetin-2.5|naturetin-5|neo-bendromax 2.5|neo-bendromax 5|neo-naclex|naturetin|urizide,2315,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0.0,0.0,0,,Safe
2257,CHEMBL224867,missing,drugbank,DB04348,0,WBWWGRHZICKQGZ-HZAMXZRMSA-N,Taurocholic acid,6675.0,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,0.0,0.0,0,,Safe
2177,CHEMBL1201309,missing,drugbank,DB00666,0,RWHUEXWOYVBUCI-ITQXDASVSA-N,Nafarelin,25077405.0,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.0,0.0,0,,Safe
2237,CHEMBL1234268,missing,drugbank,DB02893,0,FFEARJCKVFRZRR-SCSAIBSYSA-N,D-Methionine,84815.0,CSCC[C@@H](N)C(O)=O,0.0,0.0,0,,Safe
136,CHEMBL1201217,0,both,missing,0,BZEWSEKUUPWQDQ-UHFFFAOYSA-N,dyclonine,3180,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0.0,0.0,0,,Safe
1470,CHEMBL73451,0,chembl,missing,missing,HOKDBMAJZXIPGC-UHFFFAOYSA-N,mequitazine|primalan,4066,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0.0,0.0,0,,Safe
1278,CHEMBL1180725,0,both,missing,0,VVWYOYDLCMFIEM-UHFFFAOYSA-N,propantheline|propantheline,4934,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0.0,0.0,0,,Safe
1973,CHEMBL1201308,0,chembl,missing,missing,ISEHJSHTIVKELA-UHFFFAOYSA-N,iofetamine,3729,CC(C)NC(C)Cc1ccc(I)cc1,0.0,0.0,0,,Safe
894,CHEMBL1741134,0,both,missing,0,UJIDKYTZIQTXPM-UHFFFAOYSA-N,,5243,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,0.0,0.0,0,,Safe
197,CHEMBL45816,1,chembl,missing,missing,HBNPJJILLOYFJU-VMPREFPWSA-N,mibefradil|posicor 100|posicor 50|posicor,60663,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,1.0,1.0,0,,Safe
2338,CHEMBL1200823,missing,drugbank,DB09146,0,FWZTTZUKDVJDCM-CEJAUHOTSA-M,Iron sucrose,91663255.0,O.O.O.[OH-].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0.0,0.0,0,,Safe
1483,CHEMBL1201338,0,both,missing,0,SKYSRIRYMSLOIN-UHFFFAOYSA-N,cyclopentolate,2905,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0.0,0.0,0,,Safe
1792,CHEMBL49080,0,both,missing,0,STJMRWALKKWQGH-UHFFFAOYSA-N,clenbuterol|clenbuterol hydrochloride|nab 365|spiropent|spiropent mite,2783,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0.0,0.0,0,,Safe
2084,CHEMBL267894,1,both,missing,0,VIROVYVQCGLCII-UHFFFAOYSA-N,amobarbital|amylobarbitone|amytal|pentymal,2164,CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,1.0,0.0,1,CHEMBL267894,toxic_systemic
767,CHEMBL1201264,0,both,missing,0,GZHFODJQISUKAY-UHFFFAOYSA-N,methantheline|methanthelinium|methantheline,4097,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,0.0,0.0,0,,Safe
2280,CHEMBL2103849,missing,drugbank,DB06267,0,IYFNEFQTYQPVOC-UHFFFAOYSA-N,Udenafil,6918523.0,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,0.0,0.0,0,,Safe
2081,CHEMBL255863,0,both,missing,0,HHZIURLSWUIHRB-UHFFFAOYSA-N,amn 107|amn-107|amn107|nilotinib|tasigna,644241,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0.0,0.0,0,,Safe
1112,CHEMBL584,0,both,missing,0,QAGYKUNXZHXKMR-HKWSIXNMSA-N,nelfinavir|nelfinavir|viracept,64143,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.0,0.0,0,,Safe
2633,CHEMBL2107485,missing,drugbank,DB16022,0,RCGYDFVCAAKKNG-UHFFFAOYSA-N,Thenyldiamine,7066.0,CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1,0.0,0.0,0,,Safe
865,CHEMBL81,0,both,missing,0,GZUITABIAKMVPG-UHFFFAOYSA-N,evista|j22.982b|ly-139481|raloxifene|raloxifene,5035,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.0,0.0,0,,Safe
2389,CHEMBL1808698,missing,drugbank,DB09502,0,AOYNUTHNTBLRMT-MXWOLSILSA-N,Fludeoxyglucose (18F),68614.0,[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,0.0,0.0,0,,Safe
1085,CHEMBL2106794,0,both,missing,0,TZGBBMBARSFJBG-UKTHLTGXSA-N,mediavan|naftazone,5775429,NC(=O)N/N=C1\C=Cc2ccccc2C1=O,0.0,0.0,0,,Safe
1447,CHEMBL911,0,both,missing,0,ZAFYATHCZYHLPB-UHFFFAOYSA-N,ambien|zolpidem|zolpidem civ|zolpidem,5732,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,0.0,0.0,0,,Safe
199,CHEMBL92,0,both,missing,0,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,rp-56976|taxotere,148124,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0.0,0.0,0,,Safe
429,CHEMBL1131,0,both,missing,0,IHUNBGSDBOWDMA-AQFIFDHZSA-N,acitretin|etretin|neotigason|ro 10-1670|ro 10-1670/000|ro-101670000|soriatane,5284513,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,0.0,0.0,1,CHEMBL1131,toxic_teratogen
1823,CHEMBL1422,0,both,missing,0,MFFMDFFZMYYVKS-SECBINFHSA-N,januvia|lez-763|lez763|mk-0431|sitagliptin,4369359,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.0,0.0,0,,Safe
1795,CHEMBL645,0,both,missing,0,VHYCDWMUTMEGQY-UHFFFAOYSA-N,"bisoprolol|bisoprolol|cl 297,939|cl-297939|emd 33 512|emd-33-512|zebeta|ziac",2405,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0.0,0.0,0,,Safe
1970,CHEMBL1537,0,both,missing,0,JTWOMNBEOCYFNV-NFFDBFGFSA-N,azlocillin|azlin|azlocillin,6479523,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.0,0.0,0,,Safe
730,CHEMBL1571863,0,both,missing,0,MPIPASJGOJYODL-UHFFFAOYSA-N,"isoconazole|isoconazole nitrate|r-15,454 [as nitrate salt]|travogyn",3760,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.0,0.0,0,,Safe
297,CHEMBL3545057,0,both,missing,0,HPMZBILYSWLILX-UMDUKNJSSA-N,acetyldigitoxin|acylanid,5284512,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,0.0,0.0,0,,Safe
2121,CHEMBL2110563,missing,drugbank,DB00115,0,RMRCNWBMXRMIRW-WZHZPDAFSA-L,Cyanocobalamin,70678590.0,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,0.0,0.0,0,,Safe
807,CHEMBL232201,1,both,missing,1,CZCHIEJNWPNBDE-UHFFFAOYSA-N,benziodarone|l 2329,6237,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,1.0,1.0,1,CHEMBL232201,toxic_hepa
1565,CHEMBL2218896,0,chembl,missing,missing,GECBBEABIDMGGL-UHFFFAOYSA-N,cpd 109514|cpd-109514|cesamet|nabilone,39860,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,0.0,0.0,0,,Safe
1172,CHEMBL821,0,both,missing,0,ZRALSGWEFCBTJO-UHFFFAOYSA-N,guanidine|guanidine,3520,N=C(N)N,0.0,0.0,0,,Safe
2708,,,withdrawn,missing,,MATIRGPIRARBGK-UHFFFAOYSA-L,Diiododiethyltin,76000,CC[Sn](CC)(I)I,,,1,,toxic_cardio
2605,CHEMBL3707208,missing,drugbank,DB14501,0,YJYOLOWXCPIBSY-UHFFFAOYSA-L,Ferrous glycine sulfate,167159.0,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,0.0,0.0,0,,Safe
821,CHEMBL1399,0,both,missing,0,YBBLVLTVTVSKRW-UHFFFAOYSA-N,anastrozole|arimidex|ici d1033|ici-d1033|nastrosa|zd-1033|zd1033,2187,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0.0,0.0,0,,Safe
1241,CHEMBL514800,0,both,missing,0,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast|cc-10004|cc10004|otezla,11561674,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,0.0,0.0,0,,Safe
1563,CHEMBL2106441,0,both,missing,0,JLMHZVYLAQPMOZ-UHFFFAOYSA-N,noxyflex|noxyflex 100|noxyflex-s|noxyflex-s 100|noxythiolin|noxytiolin,519136,CNC(=S)NCO,0.0,0.0,0,,Safe
2590,CHEMBL77675,missing,drugbank,DB14191,0,OWRCNXZUPFZXOS-UHFFFAOYSA-N,Diphenylguanidine,7594.0,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,0.0,0.0,0,,Safe
623,CHEMBL599,0,both,missing,0,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,anjeso|meloxicam|mobic|n-1539|n1539|qmiiz odt|uh-ac 62xx|uh-ac-62 xx|uhac-62xx|vivlodex,54677470,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0.0,0.0,0,,Safe
1445,CHEMBL1384,0,both,missing,0,SBUJHOSQTJFQJX-NOAMYHISSA-N,kanamycin|kanamycin,6032,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.0,0.0,0,,Safe
1718,CHEMBL1263,0,both,missing,0,GIIZNNXWQWCKIB-UHFFFAOYSA-N,beglan|gr 33343 x|gr-33343-x|gr-33343x|neovent|salmaterol|salmeterol|serevent|sn408d|soltel|salmeterol|serevent|vertine,5152,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0.0,0.0,0,,Safe
1162,CHEMBL566315,0,both,missing,0,ZXERDUOLZKYMJM-ZWECCWDJSA-N,dsp-1747|int-747|obeticholic acid|ocaliva|obeticholic acid,447715,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,0.0,0.0,0,,Safe
2260,CHEMBL1500276,missing,drugbank,DB04822,1,IQADUMSPOQKAAO-UHFFFAOYSA-N,Oxeladin,4619.0,CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,1.0,1.0,1,CHEMBL1500276,toxic_carcinogenic
1640,CHEMBL178,0,both,missing,0,STQGQHZAVUOBTE-VGBVRHCVSA-N,"cerubidine|daunorubicin|daunoxome|daunoxome|epirubicin hydrochloride impurity, daunorubicin-|fi 6339|fi-6339|nsc-83142|rp 13057|rp-13057|valrubicin impurity, daunorubicin",30323,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.0,0.0,0,,Safe
2603,CHEMBL1200640,missing,drugbank,DB14491,0,PMVSDNDAUGGCCE-TYYBGVCCSA-L,Ferrous fumarate,6433164.0,[Fe++].[H]\C(=C(\[H])C([O-])=O)C([O-])=O,0.0,0.0,0,,Safe
1022,CHEMBL1201786,0,both,missing,0,UGJWZYARKOFRDB-UHFFFAOYSA-O,lapyrium,22660,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,0.0,0.0,0,,Safe
1750,CHEMBL1201291,0,both,missing,0,TYYBFXNZMFNZJT-UHFFFAOYSA-N,ioxaglate|ioxaglic acid|p-286,3742,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,0.0,0.0,0,,Safe
291,CHEMBL635,0,both,missing,0,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,cortan|cortancyl|decortisyl|delta-dome|deltasone|fernisone|liquid pred|lodotra|meticorten|nsc-10023|orasone|paracort|prednicen-m|prednisone|prednisone intensol|prednisone tablets|prednisone|rayos|servisone|sterapred,5865,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0.0,0.0,0,,Safe
2022,CHEMBL1200878,0,chembl,missing,missing,TZIZWYVVGLXXFV-FLRHRWPCSA-N,aristospan|cl 34433|cl-34433|lederspan|tatba|triamcinolone hexacetonide,21826,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.0,0.0,0,,Safe
1740,CHEMBL1200932,0,both,missing,0,XQZXYNRDCRIARQ-LURJTMIESA-N,"iopamidol|iopamidol-200|iopamidol-250|iopamidol-300|iopamidol-370|isovue-128|isovue-200|isovue-250|isovue-300|isovue-370|isovue-m 200|isovue-m 300|isovue|scanlux-300|scanlux-370|sq 13,396|sq-13396",65492,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.0,0.0,0,,Safe
2282,CHEMBL3349607,missing,drugbank,DB06663,0,VMZMNAABQBOLAK-DBILLSOUSA-N,Pasireotide,9941444.0,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,0.0,0.0,0,,Safe
1007,CHEMBL826,0,both,missing,0,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,at-2266|ci-919|comprecin|enoxacin|flumark|nsc-629661|pd 107779|pd-107779|penetrex,3229,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0.0,0.0,0,,Safe
67,CHEMBL154,0,both,missing,0,CMWTZPSULFXXJA-VIFPVBQESA-N,aleve|arthrosin 250|arthrosin 250 ec|arthrosin 500|arthrosin 500 ec|aleve|anaprox|condrotec|ec-naprosyn|equiproxen|feminax ultra|grenoxal|kenosyn|laraflex|napratec op|naprosyn 375|naprosyn ec|naproxen|nycopren|naprelan|naprosyn|pn400 component naproxen|pranoxen continus|prosaid|rheuflex 250|rheuflex 500|rimoxyn|rs-3540|stirlescent|timpron|timpron 250 ec|timpron 500 ec|valrox|vimovo,156391,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.0,0.0,0,,Safe
24,CHEMBL447629,0,chembl,missing,missing,VFKZTMPDYBFSTM-KVTDHHQDSA-N,dbm|mitobronitol|myelobromol,656655,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,0.0,0.0,0,,Safe
216,CHEMBL4297585,0,both,missing,0,PJHKBYALYHRYSK-UHFFFAOYSA-N,dojolvi|triheptanoin|ux-007|ux007,69286,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,0.0,0.0,0,,Safe
1910,CHEMBL896,0,both,missing,0,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,atarax|hydroxyzine|hydroxyzine|nsc-169188|orgatrax,3658,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,0.0,0,,Safe
1153,CHEMBL771,0,both,missing,0,DYDCUQKUCUHJBH-UWTATZPHSA-N,cycloserine|cycloserine|nsc-154851|nsc-76029|seromycin,6234,N[C@@H]1CONC1=O,0.0,0.0,0,,Safe
2159,CHEMBL1200354,missing,drugbank,DB00464,0,FVEFRICMTUKAML-UHFFFAOYSA-M,Sodium tetradecyl sulfate,23665772.0,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,0.0,0.0,0,,Safe
166,CHEMBL231068,0,both,missing,0,PPRRDFIXUUSXRA-UHFFFAOYSA-N,addyi|bimt 17|bimt 17 bs|bimt-17|bimt-17-bs|flibanserin,6918248,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0.0,0.0,0,,Safe
207,CHEMBL989,0,both,missing,0,FEBLZLNTKCEFIT-VSXGLTOVSA-N,capex|dermotic|derma-smoothe/fs|fluocinolone|fluocinolone acetonide|fs shampoo|fluocet|fluonid|fluotrex|iluvien|nsc-92339|retisert|synalar fte|synalar-c|synalar-hp|synalar-n|synandone|synalar|yutiq,6215,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.0,0.0,0,,Safe
2322,CHEMBL1200682,missing,drugbank,DB09072,0,XYGBKMMCQDZQOZ-UHFFFAOYSA-M,Sodium oxybate,23663870.0,[Na+].OCCCC([O-])=O,0.0,0.0,0,,Safe
2089,CHEMBL2107011,0,chembl,missing,missing,XCWPUUGSGHNIDZ-UHFFFAOYSA-N,"forit|integrin|oxipertine|oxypertine|win 18,501-2",4640,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,0.0,0.0,0,,Safe
591,CHEMBL1237044,0,chembl,missing,missing,TVYLLZQTGLZFBW-UHFFFAOYSA-N,ets-6103|ets6103|tramadol|tramadol|ultracet|ultram,5523,COc1cccc(C2(O)CCCCC2CN(C)C)c1,0.0,0.0,0,,Safe
1176,CHEMBL1697686,1,chembl,missing,missing,TZWKUQDQKPYNLL-UHFFFAOYSA-N,cloforex|d 237,26602,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,1.0,1.0,1,CHEMBL1697686,toxic_cardio
1720,CHEMBL41355,0,both,missing,0,PCOBBVZJEWWZFR-UHFFFAOYSA-N,awd-21360|awd21-360|d-23129|ezogabine|gke-841|gw-582892x|gw582892x|potiga|retigabine|trobalt|way-143841,121892,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,0.0,0.0,0,,Safe
1863,CHEMBL55,0,both,missing,0,XDRYMKDFEDOLFX-UHFFFAOYSA-N,gnf-pf-3680|mb 800 free base|mb 800 [as isethionate]|mb-800|mb-800 (as isethionate)|mb-800 free base|nsc-9921|nebupent [as isethionate]|pentacarinat|pentamidine|pentamidine isetionate|pentacarinat [as isethionate]|pentam 300 [as isethionate]|pentamidine|rp 2512 free base|rp 2512 [as isethionate)|rp-2512|rp-2512 free base,4735,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0.0,0.0,0,,Safe
525,CHEMBL340978,1,both,missing,1,MITFXPHMIHQXPI-UHFFFAOYSA-N,benoxaprofen|compound 90459|oraflex,39941,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,1.0,1.0,1,CHEMBL340978,toxic_nephro
2335,CHEMBL2110555,missing,drugbank,DB09137,0,JLJSYHOPCNWUNE-UHFFFAOYSA-N,Technetium Tc-99m mebrofenin,11431716.0,[Tc].CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O,0.0,0.0,0,,Safe
469,CHEMBL620,0,chembl,missing,missing,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,clidinium,2784,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0.0,0.0,0,,Safe
1350,CHEMBL1200975,0,chembl,missing,missing,SXYZQZLHAIHKKY-GSTUPEFVSA-N,clocortolone 21-pivalate|clocortolone pivalate|cloderm|sh 863|sh-863,5282493,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,0.0,0.0,0,,Safe
2169,CHEMBL560739,missing,drugbank,DB00604,1,DCSUBABJRXZOMT-IRLDBZIGSA-N,Cisapride,6917698.0,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,1.0,1.0,0,,Safe
1531,CHEMBL1256841,1,both,missing,1,NOIIUHRQUVNIDD-UHFFFAOYSA-N,nialamide,4472,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1.0,1.0,1,CHEMBL1256841,toxic_hepa
