,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
9821,CHEMBL455,4.0,Achiral Molecule,False,False,False,True,Prescription Only,None,None,None,None,CC(=O)NS(=O)(=O)c1ccc(N)cc1,Small molecule,MOL,True,0.09,1.0,-1.2,-0.26,4.3,2.14,214.25,4.0,5.0,2.0,3.0,14.0,ACID,214.25,214.0412,0.0,0.0,89.26,0.68,N,2.0,CHEMBL455,CC(=O)NS(=O)(=O)c1ccc(N)cc1,SKIVFJLNDNKQPD-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(=O)NS(=O)(=O)c1ccc(N)cc1,CC(C)CC(C)(C)C1CCC(C)CC1
9825,CHEMBL2023898,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,Small molecule,MOL,True,6.22,4.0,4.16,4.18,11.15,6.09,738.89,8.0,14.0,4.0,4.0,54.0,NEUTRAL,738.89,738.3853,3.0,2.0,174.64,0.14,N,11.0,CHEMBL2023898,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,FKRSSPOQAMALKA-CUPIEXAXSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,CCC(C)CC(C(C)C)C(C)C1CCCC1C1CCC(C2CCC(C3CCC(C4CCC(C5CCCC5C(C)C(CC(C)CC)C(C)C)C4)CC3)CC2)C1
9826,CHEMBL49,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Small molecule,MOL,True,2.09,1.0,1.35,1.78,,7.62,385.51,6.0,7.0,0.0,0.0,28.0,NEUTRAL,385.51,385.2478,0.0,0.0,69.64,0.55,N,6.0,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,QWCRAEMEVRGPNT-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,CC1CC2(CCCC2)CC(C)C1CCCCC1CCC(C2CCCCC2)CC1
9828,CHEMBL1200617,4.0,Single Stereoisomer,False,False,False,True,Prescription Only,None,None,None,None,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Small molecule,MOL,True,4.5,0.0,4.38,4.38,,,370.53,3.0,3.0,1.0,1.0,27.0,NEUTRAL,370.53,370.2508,0.0,0.0,54.37,0.78,N,2.0,CHEMBL1200617,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,QTTRZHGPGKRAFB-OOKHYKNYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCC(C)C1(C)C(C)CC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
9833,CHEMBL1732,4.0,Single Stereoisomer,False,False,True,True,Prescription Only,None,None,None,None,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Small molecule,MOL,True,2.08,3.0,1.84,2.71,9.69,8.39,583.69,6.0,10.0,3.0,3.0,43.0,NEUTRAL,583.69,583.2795,1.0,1.0,118.21,0.43,N,4.0,CHEMBL1732,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,LUZRJRNZXALNLM-JGRZULCMSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CC(CC1(C)CC2(C)C3CCCC3C(C)C(CC3CCCCC3)C2C1C)C1CC(C)C2CC3CCC4CCCC(C2C1)C43
9834,CHEMBL1200865,4.0,Single Stereoisomer,True,False,False,True,Prescription Only,None,None,None,None,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Small molecule,MOL,True,3.92,0.0,3.94,3.94,,,466.96,7.0,7.0,1.0,1.0,32.0,NEUTRAL,466.96,466.1758,0.0,0.0,99.13,0.49,N,4.0,CHEMBL1200865,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,DMKSVUSAATWOCU-HROMYWEYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCCC(C)CC1(C(C)CCC)CCC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
9835,CHEMBL4297639,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,Small molecule,MOL,False,6.35,6.0,4.64,4.66,8.67,6.15,505.56,5.0,8.0,3.0,3.0,38.0,NEUTRAL,505.56,505.2026,2.0,2.0,112.24,0.24,N,6.0,CHEMBL4297639,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,AQDWDWAYVBQMAM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,CC(C)CC(C)CC1CCCC(C2CCC3CCC(C4CC5CCCC(C6CCCC(C)C6)C5C4)C3C2)C1
9843,CHEMBL2111101,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,Small molecule,MOL,True,4.67,2.0,2.93,4.01,,8.44,427.56,3.0,5.0,1.0,1.0,31.0,NEUTRAL,427.56,427.2635,0.0,0.0,44.81,0.67,N,8.0,CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,RKEWSXXUOLRFBX-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,CC(C)CCC1CCC(CCC(C)C(CC2CCC(C)CC2)C2CCC(C)CC2)CC1
9847,CHEMBL3546271,4.0,Achiral Molecule,False,False,True,False,Prescription Only,None,None,None,None,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,Small molecule,MOL,False,3.92,4.0,2.23,2.84,13.03,8.13,263.28,2.0,3.0,1.0,1.0,20.0,NEUTRAL,263.28,263.0859,0.0,0.0,41.57,0.53,N,1.0,CHEMBL3546271,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,GETAAWDSFUCLBS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,CC1CCC(C2CCC3C(C2)CC2CCCCC23)CC1
9851,CHEMBL1095097,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,Small molecule,MOL,True,3.12,0.0,2.33,2.33,,,414.5,6.0,6.0,0.0,0.0,30.0,NEUTRAL,414.5,414.2042,0.0,0.0,82.2,0.48,N,1.0,CHEMBL1095097,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,JUKPWJGBANNWMW-VWBFHTRKSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,CCC(C)C1CC2CC(C)CCC2(C)C23CC2CC2(C)C(CCC24CCC(C)C4)C13
9852,CHEMBL225157,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,Small molecule,MOL,False,3.26,1.0,3.15,3.16,8.8,,361.82,4.0,5.0,1.0,1.0,23.0,NEUTRAL,361.82,361.0551,0.0,0.0,72.47,0.82,N,5.0,CHEMBL225157,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,LEEIJTHMHDMWLJ-CQSZACIVSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,CCCC(C)C1CCCCC1C(C)(C)CC1CCC(C)CC1C
9856,CHEMBL33,4.0,Single Stereoisomer,False,True,True,True,Prescription Only,None,None,None,None,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Small molecule,MOL,True,1.54,2.0,-0.47,0.51,5.29,6.16,361.37,6.0,7.0,1.0,1.0,26.0,ACID,361.37,361.1438,0.0,0.0,75.01,0.87,N,2.0,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N,toxic_muscoskelet+toxic_neuro,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1CCC(C2C(C)CC3C(C)C(C(C)C)CC4C(C)CCC2C43)CC1
9859,CHEMBL669,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,Small molecule,MOL,True,4.55,2.0,2.28,4.61,,9.76,275.4,1.0,1.0,0.0,0.0,21.0,BASE,275.4,275.1674,0.0,0.0,3.24,0.68,N,3.0,CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,JURKNVYFZMSNLP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,CC(C)CCCC1C2CCCCC2CCC2CCCCC21
9865,CHEMBL1540,4.0,Achiral Molecule,True,False,False,True,Prescription Only,None,None,None,None,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,Small molecule,MOL,True,-0.9,2.0,-1.08,-1.08,11.59,0.94,253.26,8.0,8.0,4.0,5.0,18.0,NEUTRAL,253.26,253.1175,0.0,0.0,130.31,0.54,N,5.0,CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,JNTOCHDNEULJHD-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,CCC(CC)CCC1CCC2C(C)CC(C)CC12
9867,CHEMBL3989954,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C,Small molecule,MOL,False,3.1,0.0,-0.59,2.01,,10.2,321.5,3.0,3.0,3.0,4.0,23.0,BASE,321.5,321.2668,0.0,0.0,66.48,0.7,N,3.0,CHEMBL3989954,C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C,MDEJTPWQNNMAQF-BVMLLJBZSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C,CCC1C2CCC(C)C2(C)CCC1C1(C)CCC(C)CC1CC
9871,CHEMBL1201269,4.0,Achiral Molecule,False,True,False,False,Withdrawn,1969,Cardiovascular,Germany,Cardiotoxicity,CC(C)(N)Cc1ccc(Cl)cc1,Small molecule,MOL,True,2.62,1.0,0.07,2.69,,10.24,183.68,1.0,1.0,1.0,2.0,12.0,BASE,183.68,183.0815,0.0,0.0,26.02,0.75,Y,2.0,CHEMBL1201269,CC(C)(N)Cc1ccc(Cl)cc1,ZCKAMNXUHHNZLN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0,CC(C)(N)Cc1ccc(Cl)cc1,CC1CCC(CC(C)(C)C)CC1
9875,CHEMBL742,4.0,Racemic Mixture,False,False,True,False,Prescription Only,None,None,None,None,CNC1(c2ccccc2Cl)CCCCC1=O,Small molecule,MOL,True,2.9,1.0,3.15,3.35,,7.16,237.73,2.0,2.0,1.0,1.0,16.0,NEUTRAL,237.73,237.092,0.0,0.0,29.1,0.86,Y,2.0,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CNC1(c2ccccc2Cl)CCCCC1=O,CCC1(C2CCCCC2C)CCCCC1C
9876,CHEMBL1200585,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Small molecule,MOL,True,4.4,0.0,3.54,3.55,8.87,,332.48,3.0,3.0,2.0,2.0,24.0,NEUTRAL,332.48,332.2351,0.0,0.0,57.53,0.51,N,0.0,CHEMBL1200585,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,ICMWWNHDUZJFDW-DHODBPELSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@]12CC(C=O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CCC1CC2(C)C(CCC3C2CCC2(C)C3CCC2(C)C)CC1C
9884,CHEMBL39736,4.0,Achiral Molecule,False,False,False,False,Withdrawn,1978,Metabolic toxicity,Germany,Metabolism toxicity,CCCC/N=C(/N)N=C(N)N,Small molecule,MOL,False,-0.63,0.0,-4.28,-0.35,,11.52,157.22,1.0,5.0,3.0,6.0,11.0,BASE,157.22,157.1327,1.0,0.0,102.78,0.29,N,3.0,CHEMBL39736,CCCC/N=C(/N)N=C(N)N,XSEUMFJMFFMCIU-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0,CCCC/N=C(/N)N=C(N)N,CCCCCC(C)CC(C)C
9885,CHEMBL76370,4.0,Achiral Molecule,False,True,False,False,Withdrawn,2007,"Risk for heart attack, stroke, and unstable angina",United States,Cardiotoxicity; Neurotoxicity,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,Small molecule,MOL,True,2.81,2.0,1.84,2.95,,8.5,301.39,3.0,6.0,4.0,4.0,22.0,BASE,301.39,301.1903,0.0,0.0,85.29,0.27,N,7.0,CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,IKBKZGMPCYNSLU-RGVLZGJSSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,0,1,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CCCCCCC(C)CCCC1CCC2CCC(CC)CC21
9889,CHEMBL277522,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,Small molecule,MOL,True,3.4,2.0,-0.02,3.0,4.22,,254.28,2.0,3.0,1.0,1.0,19.0,ACID,254.28,254.0943,0.0,0.0,54.37,0.83,N,5.0,CHEMBL277522,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,ZPAKPRAICRBAOD-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,CC(C)CCC(C)C1CCC(C2CCCCC2)CC1
9890,CHEMBL175247,4.0,Single Stereoisomer,False,True,False,False,Over the Counter,None,None,None,None,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,Small molecule,MOL,True,6.88,0.0,8.11,8.11,12.74,,495.75,5.0,6.0,1.0,1.0,35.0,NEUTRAL,495.75,495.3924,1.0,1.0,81.7,0.09,N,23.0,CHEMBL175247,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,CCCCCCCCCCCC(CC(C)C(CCC)CC(C)C)CC1CC(C)C1CCCCCC
9891,CHEMBL450,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,CCC1(CC)C(=O)NC(=O)N(C)C1=O,Small molecule,MOL,True,0.5,0.0,0.78,0.94,7.75,,198.22,3.0,5.0,1.0,1.0,14.0,NEUTRAL,198.22,198.1004,0.0,0.0,66.48,0.66,N,2.0,CHEMBL450,CCC1(CC)C(=O)NC(=O)N(C)C1=O,FWJKNZONDWOGMI-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCC1(CC)C(=O)NC(=O)N(C)C1=O,CCC1(CC)C(C)CC(C)C(C)C1C
9894,CHEMBL542,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,Nc1ccc(C(=O)O)cc1,Small molecule,MOL,True,0.97,1.0,-1.8,0.8,4.77,2.69,137.14,2.0,3.0,2.0,3.0,10.0,ACID,137.14,137.0477,0.0,0.0,63.32,0.57,N,1.0,CHEMBL542,Nc1ccc(C(=O)O)cc1,ALYNCZNDIQEVRV-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Nc1ccc(C(=O)O)cc1,CC1CCC(C(C)C)CC1
9900,CHEMBL4297521,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(C(F)(F)F)nc2s1,Small molecule,MOL,False,3.53,2.0,2.52,2.52,,0.19,432.8,6.0,6.0,0.0,0.0,27.0,NEUTRAL,432.8,432.0446,0.0,0.0,59.73,0.52,N,6.0,CHEMBL4297521,COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(C(F)(F)F)nc2s1,DCXFIOLWWRXEQH-SSDOTTSWSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(C(F)(F)F)nc2s1,CCCC1CC2CC(C(C)(C)C)C(CC3CC(CC(C)(C)C)CC3C)C2C1
9901,CHEMBL521078,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C,Small molecule,MOL,False,-1.31,0.0,-0.66,-0.66,,2.95,348.36,8.0,9.0,2.0,4.0,25.0,NEUTRAL,348.36,348.1434,0.0,0.0,127.96,0.48,N,3.0,CHEMBL521078,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C,HRHKSTOGXBBQCB-VFWICMBZSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C,CCC12C(CCC(C)C)C3C(C)C(C)C(C)C(C)C3C1CC1C(C)C12
9903,CHEMBL1201263,4.0,Single Stereoisomer,True,False,False,True,Discontinued,None,None,None,None,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Small molecule,MOL,True,2.67,0.0,2.28,2.32,12.61,6.43,475.63,7.0,7.0,2.0,2.0,34.0,NEUTRAL,475.63,475.2934,0.0,0.0,104.14,0.55,N,7.0,CHEMBL1201263,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FWFVLWGEFDIZMJ-FOMYWIRZSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCC(CC)CC(C)CCC(C)C1(C)CCC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
9906,CHEMBL386630,4.0,Single Stereoisomer,False,False,True,True,Prescription Only,None,None,None,None,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Small molecule,MOL,True,3.88,0.0,3.37,3.37,,,288.43,2.0,2.0,1.0,1.0,21.0,NEUTRAL,288.43,288.2089,0.0,0.0,37.3,0.73,N,0.0,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CC1CCC2(C)C(CCC3C4CCC(C)C4(C)CCC32)C1
9908,CHEMBL650,4.0,Single Stereoisomer,False,True,False,True,Prescription Only,None,None,None,None,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,Small molecule,MOL,True,1.8,0.0,1.56,1.56,12.59,,374.48,5.0,5.0,3.0,3.0,27.0,NEUTRAL,374.48,374.2093,0.0,0.0,94.83,0.69,N,2.0,CHEMBL650,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,VHRSUDSXCMQTMA-PJHHCJLFSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,CCC(C)C1(C)CCC2C3CC(C)C4CC(C)CCC4(C)C3C(C)CC21C
9912,CHEMBL3137301,4.0,Single Stereoisomer,True,True,False,False,Prescription Only,None,None,None,None,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,Small molecule,MOL,True,3.84,2.0,0.74,3.79,4.18,,411.5,4.0,6.0,2.0,2.0,30.0,ACID,411.5,411.2046,0.0,0.0,92.7,0.55,N,11.0,CHEMBL3137301,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,PYNXFZCZUAOOQC-UTKZUKDTSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,CCCC(C)C(C)CC(CC(C)CCC(C)C)CC1CCC(C2CCCCC2)CC1
9913,CHEMBL12198,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CC(N)C(=O)O,Small molecule,MOL,False,-0.58,0.0,-2.84,-2.84,2.47,9.48,89.09,2.0,3.0,2.0,3.0,6.0,ZWITTERION,89.09,89.0477,0.0,0.0,63.32,0.45,N,1.0,CHEMBL12198,CC(N)C(=O)O,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(N)C(=O)O,CC(C)C(C)C
9920,CHEMBL3039511,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,Small molecule,MOL,True,2.28,2.0,-0.9,1.06,13.24,9.37,386.45,7.0,8.0,2.0,3.0,28.0,BASE,386.45,386.1954,0.0,0.0,108.59,0.64,N,9.0,CHEMBL3039511,COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,ZGCYVRNZWGUXNQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,CCC1CC(CCCCC2CCCCC2)CCC1CC1CCC(C(C)C)CC1
