,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3
2278,CHEMBL559288,3.0,2,0,False,False,False,,,,,,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1,Small molecule,MOL,False,3.69,2,1.86,3.39,,8.87,430.60,4,5,1,2,32,BASE,430.60,430.2733,0,0,73.36,0.73,N,7,CHEMBL559288,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,IHEHEFLXQFOQJO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,N02AC03,0,,0.0,0.0,,0,0,0
2279,CHEMBL3590187,4.0,1,0,False,False,True,0,,,,,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Small molecule,MOL,True,3.77,0,3.73,3.73,13.78,,402.53,5,5,1,1,29,NEUTRAL,402.53,402.2406,0,0,80.67,0.72,N,4,CHEMBL3590187,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,GPNHMOZDMYNCPO-PDUMRIMRSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2280,CHEMBL1287853,4.0,2,0,True,False,False,1,,,,,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C,Small molecule,MOL,True,4.82,3,3.23,4.64,10.21,9.00,524.69,8,9,3,3,37,BASE,524.69,524.2570,1,1,108.48,0.35,N,10,CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JOOXLOJCABQBSG-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,L01EJ02,0,,0.0,0.0,,0,0,0
2281,CHEMBL94454,4.0,2,0,False,False,False,-1,,,,,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,Small molecule,MOL,True,3.41,4,3.65,3.73,8.08,5.63,432.50,6,7,1,1,32,NEUTRAL,432.50,432.2074,0,0,70.05,0.52,N,5,CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,PVLJETXTTWAYEW-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,R06AX25,0,,0.0,0.0,,0,0,0
2283,CHEMBL127592,3.0,2,0,False,False,False,,,,,,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,Small molecule,MOL,False,3.24,2,3.15,3.16,,5.78,467.65,4,6,1,1,34,NEUTRAL,467.65,467.3148,0,0,64.09,0.52,N,12,CHEMBL127592,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,FTLDJPRFCGDUFH-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,C05AD06,0,,0.0,0.0,,0,0,0
2284,CHEMBL4297264,3.0,2,0,False,False,False,,,,,,N1N=CC=CC2=CC=CC=C12,Small molecule,MOL,False,2.11,1,1.92,2.12,,7.16,144.18,2,2,1,1,11,NEUTRAL,144.18,144.0687,0,0,24.39,0.59,Y,0,CHEMBL4297264,C1=Cc2ccccc2NN=C1,SVUOLADPCWQTTE-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2285,CHEMBL282121,4.0,0,0,False,False,False,-1,,,,,CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1,Small molecule,MOL,True,4.60,2,2.08,4.89,,10.31,429.56,6,6,0,0,31,BASE,429.56,429.2515,0,0,57.23,0.34,N,13,CHEMBL282121,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,VYVKHNNGDFVQGA-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,A03AA04,0,,0.0,0.0,,0,0,0
2287,CHEMBL3707247,4.0,1,0,True,False,False,1,,,,,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,Small molecule,MOL,True,3.63,3,2.39,3.96,,8.96,404.47,7,7,2,2,30,BASE,404.47,404.1848,0,0,104.20,0.62,N,7,CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,XRVDGNKRPOAQTN-FQEVSTJZSA-N,Safe,missing,missing,missing,missing,missing,L04AA38,0,,0.0,0.0,,0,0,0
2288,CHEMBL1650559,4.0,1,0,False,True,False,1,,,,,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,Small molecule,MOL,True,-5.36,0,-14.22,-6.10,12.39,9.76,592.69,15,16,11,14,41,BASE,592.69,592.3432,3,3,269.29,0.09,N,13,CHEMBL1650559,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,IYDYFVUFSPQPPV-PEXOCOHZSA-N,Safe,missing,missing,missing,missing,missing,J01GB14,1,,0.0,0.0,,0,0,0
2289,CHEMBL1378024,4.0,2,0,False,False,False,-1,,,,,CCCC1=CC(=CC=N1)C(N)=S,Small molecule,MOL,True,1.67,1,1.77,1.77,11.89,4.97,180.28,2,2,1,2,12,NEUTRAL,180.28,180.0721,0,0,38.91,0.72,Y,3,CHEMBL1378024,CCCc1cc(C(N)=S)ccn1,VRDIULHPQTYCLN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,J04AD01,0,,0.0,0.0,,0,0,0
2290,CHEMBL4297516,4.0,1,0,False,True,False,1,,,,,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4NC4=CC=C(OC)C=C54)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@@]2([H])N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,Small molecule,MOL,True,4.19,4,4.29,4.52,9.34,7.19,784.89,14,14,4,4,56,NEUTRAL,784.89,784.2778,2,2,164.28,0.17,N,3,CHEMBL4297516,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,YDDMIZRDDREKEP-HWTBNCOESA-N,Safe,missing,missing,missing,missing,missing,L01XX69,0,,0.0,0.0,,0,0,0
2291,CHEMBL1697766,3.0,2,0,False,False,False,,,,,,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,Small molecule,MOL,False,3.93,2,3.08,3.78,,8.01,339.51,4,3,0,0,24,NEUTRAL,339.51,339.1769,0,0,9.72,0.83,N,4,CHEMBL1697766,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,WEYVCQFUGFRXOM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,N05AB10,0,,0.0,0.0,,0,0,0
2292,CHEMBL3039507,4.0,1,0,False,False,False,-1,,,,,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,Small molecule,MOL,True,3.17,2,3.73,3.73,12.47,,424.95,6,5,3,3,28,NEUTRAL,424.95,424.1111,0,0,79.15,0.66,N,6,CHEMBL3039507,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,QKDRXGFQVGOQKS-CRSSMBPESA-N,Safe,missing,missing,missing,missing,missing,A10BK06,0,,0.0,0.0,,0,0,0
2293,CHEMBL1889041,0.0,0,0,False,False,False,,,,,,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,Small molecule,MOL,False,4.65,1,2.79,5.41,,10.08,273.46,1,1,0,0,20,BASE,273.46,273.2456,0,0,3.24,0.77,N,4,CHEMBL1889041,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,MGNFYQILYYYUBS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2295,CHEMBL4297512,0.0,1,0,False,False,False,,,,,,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,Small molecule,MOL,False,-4.92,0,-4.71,-4.71,11.99,,312.27,10,10,7,7,21,NEUTRAL,312.27,312.1056,1,1,177.14,0.23,N,7,CHEMBL4297512,O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,BYZQBCIYLALLPA-NOPGXMAYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2296,CHEMBL1096979,4.0,0,0,False,False,False,-1,,,,,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,Small molecule,MOL,True,-1.76,1,-2.07,-1.90,8.66,7.48,257.25,7,8,7,8,18,NEUTRAL,257.25,257.1012,1,1,148.07,0.24,N,5,CHEMBL1096979,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BNQDCRGUHNALGH-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2297,CHEMBL815,4.0,1,0,False,True,False,0,,,,,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC,Small molecule,MOL,True,3.04,0,-0.31,2.61,4.36,,354.49,4,5,4,4,25,ACID,354.49,354.2406,0,0,97.99,0.32,N,12,CHEMBL815,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,PXGPLTODNUVGFL-YNNPMVKQSA-N,Safe,missing,missing,missing,missing,missing,G02AD01,0,,0.0,0.0,,0,0,0
2298,CHEMBL1076544,0.0,2,0,False,False,False,,,,,,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,Small molecule,MOL,False,5.31,3,4.92,4.92,,,343.21,2,3,1,1,23,NEUTRAL,343.21,342.0327,1,1,41.99,0.66,N,3,CHEMBL1076544,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,WYEMLYFITZORAB-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2299,CHEMBL3707313,4.0,2,0,False,False,True,1,,,,,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,Small molecule,MOL,False,5.99,3,3.03,5.15,3.97,4.75,459.59,4,5,2,2,34,ACID,459.59,459.2410,1,1,70.00,0.45,N,7,CHEMBL3707313,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,MFBCDACCJCDGBA-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,D10AD06,0,,0.0,0.0,,0,0,0
2300,CHEMBL2104979,3.0,2,0,False,False,False,,,,,,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Small molecule,MOL,False,3.38,0,3.48,3.48,,,238.02,0,0,0,0,14,,238.02,237.9840,0,0,0.00,0.61,N,1,CHEMBL2104979,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KAVGMUDTWQVPDF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2302,CHEMBL498847,4.0,0,0,True,False,False,1,,,,,CC(O)CN1C(C)=NC=C1N(=O)=O,Small molecule,MOL,True,0.48,1,-0.04,-0.04,,3.02,185.18,5,6,1,1,13,NEUTRAL,185.18,185.0800,0,0,81.19,0.55,N,3,CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,KPQZUUQMTUIKBP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,P01AB07,0,,0.0,0.0,,0,0,0
2304,CHEMBL3545184,4.0,1,0,False,True,False,1,,,,,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,Protein,BOTH,True,,,,,,,1048.27,,,,,,,1048.27,1047.5291,,,,,,,CHEMBL3545184,CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,Safe,missing,missing,missing,missing,missing,H05BX04,0,,0.0,0.0,,0,0,0
2305,CHEMBL297302,4.0,2,0,False,False,False,-1,,,,,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Small molecule,MOL,True,4.18,3,2.63,3.79,12.66,8.53,381.45,5,5,1,1,28,BASE,381.45,381.1853,0,0,58.36,0.65,N,6,CHEMBL297302,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,FEBOTPHFXYHVPL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,N05AD07,0,,0.0,0.0,,0,0,0
2306,CHEMBL13828,4.0,2,0,False,False,False,-1,,,,,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Small molecule,MOL,True,4.13,4,3.92,4.62,12.92,8.01,426.56,4,5,1,1,32,NEUTRAL,426.56,426.2420,0,0,44.27,0.48,N,7,CHEMBL13828,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,BAINIUMDFURPJM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,R06AE06,0,,0.0,0.0,,0,0,0
2307,CHEMBL3414621,4.0,2,0,True,False,False,1,,,,,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O,Small molecule,MOL,True,4.73,3,3.24,3.45,11.64,7.19,572.75,6,8,2,2,42,NEUTRAL,572.75,572.3363,1,1,86.90,0.39,N,9,CHEMBL3414621,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,NSQSAUGJQHDYNO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2308,CHEMBL2105161,3.0,2,0,False,False,False,,,,,,CCCCOCCOC(=O)C1=CN=CC=C1,Small molecule,MOL,False,2.06,1,2.04,2.04,,3.24,223.27,4,4,0,0,16,NEUTRAL,223.27,223.1208,0,0,48.42,0.52,N,7,CHEMBL2105161,CCCCOCCOC(=O)c1cccnc1,IZJRISIINLJVBU-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2309,CHEMBL3990047,4.0,2,0,False,False,True,1,,,,,CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O,Small molecule,MOL,True,3.76,3,1.98,2.47,5.96,6.72,363.42,5,6,2,2,27,ACID,363.42,363.1583,0,0,84.22,0.74,N,4,CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,XPIJWUTXQAGSLK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,D06AX14,0,,0.0,0.0,,0,0,0
2310,CHEMBL1887147,2.0,2,0,False,False,False,,,,,,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],Small molecule,MOL,False,3.21,2,2.14,2.14,,,359.33,5,5,0,0,24,NEUTRAL,359.33,359.0439,0,0,77.24,0.78,N,4,CHEMBL1887147,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,OYIKARCXOQLFHF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2311,CHEMBL4297185,4.0,0,0,True,False,False,1,,,,,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,Small molecule,MOL,True,2.67,3,2.44,2.45,9.81,2.37,398.85,6,8,3,3,28,NEUTRAL,398.85,398.1258,0,0,119.62,0.59,N,6,CHEMBL4297185,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,BLIJXOOIHRSQRB-PXYINDEMSA-N,Safe,missing,missing,missing,missing,missing,L02BB06,0,,0.0,0.0,,0,0,0
2312,CHEMBL1661,4.0,1,0,True,False,False,1,,,,,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,Small molecule,MOL,True,-5.76,0,-5.50,-5.50,12.10,,344.31,11,11,9,9,23,NEUTRAL,344.31,344.1319,2,2,200.53,0.20,N,8,CHEMBL1661,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,VQHSOMBJVWLPSR-JVCRWLNRSA-N,Safe,missing,missing,missing,missing,missing,A06AD12,0,,0.0,0.0,,0,0,0
2313,CHEMBL35505,0.0,2,0,False,False,False,,,,,,NNC1=C2C=CC=CC2=C(NN)N=N1,Small molecule,MOL,False,0.20,2,0.16,0.74,,7.84,190.21,6,6,4,6,14,NEUTRAL,190.21,190.0967,1,0,101.88,0.40,N,2,CHEMBL35505,NNc1nnc(NN)c2ccccc12,VQKLRVZQQYVIJW-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,C02DB01,0,,0.0,0.0,,0,0,0
2315,CHEMBL2107553,2.0,0,0,False,False,False,,,,,,O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1,Small molecule,MOL,False,-0.62,1,-1.84,-0.34,3.54,2.75,302.29,6,8,2,2,22,ACID,302.29,302.1015,0,0,101.38,0.72,N,4,CHEMBL2107553,O=C1NOCC1/N=C/c1ccc(/C=N/C2CONC2=O)cc1,ODKYYBOHSVLGNU-IAGONARPSA-N,Safe,missing,missing,missing,missing,missing,J04AK03,0,,0.0,0.0,,0,0,0
2317,CHEMBL3813873,4.0,2,0,True,False,False,1,,,,,FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1,Small molecule,MOL,True,5.23,4,4.45,4.54,,6.76,417.82,4,5,2,2,29,NEUTRAL,417.82,417.0968,1,1,66.49,0.47,N,5,CHEMBL3813873,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,L01EX15,1,,0.0,0.0,,0,0,0
2319,CHEMBL540445,2.0,1,0,False,False,False,,,,,,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,Small molecule,MOL,False,2.76,0,3.07,3.07,,,248.32,3,3,0,0,18,NEUTRAL,248.32,248.1412,0,0,38.83,0.29,Y,0,CHEMBL540445,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,KTEXNACQROZXEV-SLXBATTESA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2320,CHEMBL278623,4.0,1,0,True,False,False,1,,,,,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,Small molecule,MOL,True,1.84,4,0.69,1.67,12.40,8.34,474.57,4,9,6,7,35,NEUTRAL,474.57,474.2379,1,1,144.90,0.15,N,10,CHEMBL278623,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,UJVDJAPJQWZRFR-DHIUTWEWSA-N,Safe,missing,missing,missing,missing,missing,V04CD06,0,,0.0,0.0,,0,0,0
2323,CHEMBL4297654,3.0,2,0,False,False,False,,,,,,NC(=N)NC(N)=N,Small molecule,MOL,False,-1.64,0,-6.11,-1.46,,12.06,101.11,2,5,5,7,7,BASE,101.11,101.0701,1,0,111.77,0.19,N,0,CHEMBL4297654,N=C(N)NC(=N)N,XNCOSPRUTUOJCJ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2324,CHEMBL627,3.0,2,0,False,False,False,,,,,,CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,Small molecule,MOL,False,4.18,2,3.69,3.69,,4.43,293.41,1,2,0,0,22,NEUTRAL,293.41,293.1780,0,0,23.06,0.61,N,3,CHEMBL627,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,ZPMKQFOGINQDAM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2325,CHEMBL2104432,0.0,2,0,False,False,False,,,,,,FCC(F)(F)F,Small molecule,MOL,False,1.52,0,1.33,1.33,,,102.03,0,0,0,0,6,NEUTRAL,102.03,102.0093,0,0,0.00,0.41,Y,0,CHEMBL2104432,FCC(F)(F)F,LVGUZGTVOIAKKC-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2327,CHEMBL2107831,4.0,1,0,True,False,False,1,,,,,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,Small molecule,MOL,True,8.52,3,5.08,8.56,3.02,,591.56,6,7,2,2,39,ACID,591.56,590.1409,2,2,97.75,0.15,N,13,CHEMBL2107831,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N,Safe,missing,missing,missing,missing,missing,B02BX07,0,,0.0,0.0,,0,0,0
2328,CHEMBL24924,4.0,2,0,False,False,False,-1,,,,,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,Small molecule,MOL,True,2.99,2,0.15,3.02,4.25,,240.23,2,2,0,0,18,ACID,240.23,240.0587,0,0,34.14,0.72,Y,1,CHEMBL24924,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,NASXCEITKQITLD-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,B01AA12,0,,0.0,0.0,,0,0,0
2329,CHEMBL1002,4.0,1,0,False,False,True,1,,,,,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,Small molecule,MOL,True,1.31,1,-1.32,0.34,10.12,9.40,239.31,4,4,4,4,17,BASE,239.31,239.1521,0,0,72.72,0.64,N,4,CHEMBL1002,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-LBPRGKRZSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2330,CHEMBL2219740,4.0,-1,0,False,False,False,-1,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,Small molecule,MOL,False,,,,,,,592.51,,,,,,,592.51,592.1164,,,,,,,missing,missing,missing,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2332,CHEMBL254468,0.0,-1,-1,False,False,False,-1,,,,,N[C@]1(C[C@H]([18F])C1)C(O)=O,Small molecule,MOL,False,-0.10,0,-2.92,-2.91,2.07,9.42,132.12,2,3,2,3,9,ZWITTERION,133.12,133.0539,0,0,63.32,0.52,N,1,CHEMBL1908917,N[C@]1(C(=O)O)C[C@@H](F)C1,NTEDWGYJNHZKQW-IWLYVCSRSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2333,CHEMBL1096927,0.0,1,0,False,False,False,,,,,,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,Small molecule,MOL,False,4.23,0,3.91,3.91,,,222.37,1,1,1,1,16,NEUTRAL,222.37,222.1984,0,0,20.23,0.71,N,4,CHEMBL1096927,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,RGZSQWQPBWRIAQ-CABCVRRESA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2334,CHEMBL57053,0.0,2,0,False,False,False,,,,,,OC1=CC=C(Cl)C=C1,Small molecule,MOL,False,2.05,1,2.26,2.27,8.96,,128.56,1,1,1,1,8,NEUTRAL,128.56,128.0029,0,0,20.23,0.57,Y,0,CHEMBL57053,Oc1ccc(Cl)cc1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
2335,CHEMBL482581,0.0,-1,-1,False,False,False,-1,,,,,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,Small molecule,MOL,False,-1.32,2,-1.17,-1.09,8.12,,340.28,9,9,5,5,24,NEUTRAL,340.28,340.0794,0,0,149.82,0.43,N,3,CHEMBL482581,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,XHCADAYNFIFUHF-TVKJYDDYSA-N,Safe,missing,missing,missing,missing,missing,,0,,0.0,0.0,,0,0,0
